Utility to process github logs
Going to process projects/top_C++/folly/all_log_nomerge_function.txt 
---------- folly ------------

COMMIT: ebc33419bfee687d5b4d55e6aa942a4af27c91bd
COMMIT: e26db8a2221698b9ba7319db9f54bd3a1eef74bb
COMMIT: 5279c26d3a77ecd93d7bc62aa19313b5f72ba7de
COMMIT: 62030871882d2218783a2cdd5fd2fc2999c53f10
COMMIT: 292de17c27f805ce961678b007e307e0d4ca7eb9
COMMIT: 98c4cba4a6bc766a361680664176901bb13d8697
COMMIT: 7887ef2afa255fc67160146ac212bbd55cc75900
COMMIT: b407453624b13947a57035b1189eeef57fbffae2
COMMIT: 1509cebb0407aee1ca0a381af6f737d53aa2325b
COMMIT: 6502bca2773bfa3fe1d343c2ae071dd5d1ced8d0
COMMIT: e300e8b640a048f128c9a60a8df101b30a57256a
COMMIT: 6214f971e82863efe7c72229dde0c84fc0594dd0
COMMIT: 32654ab1ec88206aeb4bd0366b165711e6a32948
COMMIT: 502c8e4b9f082df107bd46170c3d38ce47a61a07
COMMIT: f3ac5cca652fc844c5d97f5adbcf9504cfde8cb8
COMMIT: 1507fc0b7b0c0edb0a2f16135a90c3213d8f0aa8
COMMIT: ed281068685319a31741fcecb7917362463b3fdb
COMMIT: 7fdf8141e4d3737ac2c45c16830a8dbaac19b445
COMMIT: bc374dcbb0e552826e4bcbed1d8cbd479ce062c0
COMMIT: 0a9f6eefe125672a5978333c85acc865746841da
COMMIT: 377e3f4cb4f599e01a897cf761d05c3ffa25b511
COMMIT: 7f0c4bda69ff762d7d611cf95ba1153b5f1e446b
COMMIT: 6d079c1421885038d14a1f65e71c010836b6c94c
COMMIT: 32f335ca11e9fde0aac87a5b5794ccbf6191fd2e
COMMIT: a19421840b8de191d988d8b559ee3689e2e2aa0e
COMMIT: 2ab6db1e179a0d5c80dd457c6c495ed9bcc4d5a5
COMMIT: 9d9b01efa9187ee848cfe308efd99f58df48f0ef
COMMIT: 7f4d487a0bfb59dca5c110cd9a06421a4fb85549
COMMIT: 5b12bbfc1b90dbcbd034d3e74bf77b01f818b906
COMMIT: 0b215436b803dc4cf8e4521791cb67aff401e546
COMMIT: 0e8d462ac84bc95a37d2f2b22575746b4532a9b8
COMMIT: 4ea6cf430338d067f73b156a04a1fead6e57c341
COMMIT: 352bbea652ce674fca3e5d8696215bfc88458753
COMMIT: 06cee07154791d7016047d8f83f59d052568752d
COMMIT: d6ddc282986099d6f25e8e423044d79c46d86e23
COMMIT: 69e1c7dc768a985bc4de034141cced656d46a5b4
COMMIT: 29be5d6dca2f048f194d890c8e6c90a999fd3ba4
COMMIT: 8cae10aa7399b37ef15a85f9afbf485cf57a5135
COMMIT: 0d98066a0e8557e9cad2072c48b01d885b0b9125
COMMIT: ab794fb62edf575ae5985db55d9b4df815d96fc3
COMMIT: 453a7e48b8e998183f36048cbf11c2ec6daf33b5
COMMIT: 3d4f7737d0b4142530501c0d9f4a18e51b0ffaa7
COMMIT: 5227dcf2ad201b405b767e58b013952198d822d7
COMMIT: 3564b9022422f58b11258d492d331a01ee9976d7
COMMIT: 98543616f33255f001ae2281f526ab8068f740bc
COMMIT: 67a4edadf17fc386d11fc26c5c47d0da12c0be48
COMMIT: b6c430e1dea510e56cc170bdcf68018c6ad083c3
COMMIT: c7e25e1a69d9ce7a8b9292065bf9f88faaaae6a7
COMMIT: 314f48ccd34b6225b2ed572826bc018dabfbb97b
COMMIT: 042bbfeb7aee1aa37567d48d1dc50eb4d82b5811
COMMIT: 32172a247c5f7ad8cb0beef53be26248a27a1967
COMMIT: a4a48cc2b1a377a2d086c1be8fe2d69e659e29be
COMMIT: 0af2af09652296647926bcbf3d5b17b1bb5bcd95
COMMIT: 2718883797152977fd95c43171e98956f655119c
COMMIT: 4925e0f4171d66421d34e3f529f584993b1082de
COMMIT: 9009c2b491bdc8bcfe8eab37d688063242006c83
COMMIT: c9a5ee23ec30da98cbe42da6d2eb47c65727cac7
COMMIT: fe41434ed66e679162423eb608df857d844013b8
COMMIT: c77b1e7d9d59c7fdd84279217ddb593f353d9d0e
COMMIT: 2302736429850e2c965f750a24ceb9fcc6c0f056
COMMIT: 9d0223804c0b12ac620cd9ed213ad6c303d1a2e0
COMMIT: df2469a3b81a5c55d21975caa3d359af9bb2ca35
COMMIT: 760b4c4f3bb0cc9998e41bbed048491a23fa4a6a
COMMIT: 22ffed1623680442b43b929efb7da575ba79d842
COMMIT: f8f6e199e97aa224fe6e4916fe3385cccd67fb8e
COMMIT: 45bf87b32f76d8f8c1296b3086bfa3dfa60991bd
COMMIT: 0f75d2ba6545deb9337a4f11b3fd4b4afa45b976
COMMIT: b7912274c8c83eba09064ad943359252a32eeb85
COMMIT: 821c5d75784e8cae2bf30bb7a3e759de580d44cb
COMMIT: 450fee03c4e41e0469ca4a336df9d6e30e90b9db
COMMIT: 1ed040e7ee591753381c065ed8b48cbe6cd20e76
COMMIT: fbdf69e683faf90b91dedf86e7198a1dc3fb8dc6
COMMIT: d1be08e3f87525f513c2d7a61c9c770afaef95bc
COMMIT: 062bc87d14e1135bff6ee43edc5f3a40d9ee5943
COMMIT: 69433ef3053ca1635c99dc1da712af8784200063
COMMIT: ef2fa20f75bca8b00d4fd8a12e75ce14a0a30040
COMMIT: 98a687df16ba7f9c09730d1260a9a33dc5ccb329
COMMIT: b61dfbebfb3c125bc5b7e4cc235ab2ea8bfb5086
COMMIT: 2799131d44876a12fbbc150afa688ad997ffb723
COMMIT: b4746252b468b726482d491994d9be8905de13a4
COMMIT: cc42e3ad3a3ef875f5353c06b9b4a99202ba445f
COMMIT: dff24ff9ab40244a55122e1f420b169950b2d13a
COMMIT: 5219f0705c87b87e07f87efe726a78082b24d40e
COMMIT: 36194fe43517dd31f509ad9dbab93f66208c9f1b
COMMIT: 3468cb59a4676d26ebbb93ed80018d7a9a9ff262
COMMIT: 5a65b2bd85abeb444218f2b0bf751518847bd632
COMMIT: d8d3e2676a073e415ecbfeb3144948ddcd6449df
COMMIT: 0b028d4ae1effbaf275b99d6bf0608429d9d4434
COMMIT: 580fc806714dc70c505a583c84f84d3e0105d036
COMMIT: ddb579a2abb24edf1b3a6b00ff8ae877bd67eddf
COMMIT: 5e8d8951109ed9bcc29fed28dfe62d9d51b3b6d4
COMMIT: 8b3f89ae47aa4bd2bd1be0507c2483ca3d267993
COMMIT: c1a244da6daacd948fdbda1d0770372623101fb7
COMMIT: af581fbe42659d1ca51a05fde6743ec83998f11b
COMMIT: 56b62698258fdf345415615c1d95c318024590aa
COMMIT: e4ef6050fb8b853f1ff21a141448b1c1aeca574c
COMMIT: 6b3d35fce341c09593ee7f3c6e0a00f34c7a7380
COMMIT: 87520af5728b634c6b8b51dfe54508e5166e1575
COMMIT: 4494e275ffe1c2bd4a4e59550c325fccbafed139
COMMIT: 249e3805dfa2cc2f2026a6c42541d75a98510b5b
